short_name,player_positions,overall,value_eur,wage_eur,age,club_name,league_name,nationality_name,year,leaguePos
E. Krafth,"RB, CB",73,3300000,28000,26,Newcastle United,English Premier League,Sweden,2022,12
J. Murphy,"RM, RWB",72,2800000,27000,26,Newcastle United,English Premier League,England,2022,12
J. Willock,"CAM, CM",75,12500000,26000,21,Newcastle United,English Premier League,England,2022,12
J. Lewis,"LB, LWB",73,6000000,24000,23,Newcastle United,English Premier League,Northern Ireland,2022,12
S. Longstaff,"CM, CAM",72,4700000,23000,23,Newcastle United,English Premier League,England,2022,12
F. Woodman,GK,74,7000000,20000,24,Newcastle United,English Premier League,England,2022,12
M. Gillespie,GK,70,1300000,16000,29,Newcastle United,English Premier League,England,2022,12
M. Sangare,CM,58,450000,5000,22,Newcastle United,English Premier League,Liberia,2022,12
J. Young,"CM, CDM",58,525000,5000,20,Newcastle United,English Premier League,England,2022,12
S. Muñoz,"ST, CAM",67,2600000,3000,18,Newcastle United,English Premier League,Mexico,2022,12
R. Savage,"CB, LB",61,725000,3000,19,Newcastle United,English Premier League,England,2022,12
M. Bondswell,"LB, LM",59,500000,3000,19,Newcastle United,English Premier League,England,2022,12
D. Langley,GK,58,475000,3000,20,Newcastle United,English Premier League,England,2022,12
E. Anderson,CAM,62,1000000,2000,18,Newcastle United,English Premier League,Scotland,2022,12
C. Wiggett,LB,59,700000,2000,18,Newcastle United,English Premier League,England,2022,12
R. Fährmann,GK,80,10000000,29000,30,Norwich City,English Premier League,Germany,2021,20
I. Amadou,"CDM, CB",78,12000000,18000,26,Norwich City,English Premier League,France,2021,20
T. Pukki,ST,77,9000000,53000,29,Norwich City,English Premier League,Finland,2021,20
J. Drmić,ST,75,8000000,46000,26,Norwich City,English Premier League,Switzerland,2021,20
T. Klose,CB,74,4200000,36000,31,Norwich City,English Premier League,Switzerland,2021,20
P. Roberts,"RM, ST",74,8500000,71000,22,Norwich City,English Premier League,England,2021,20
E. Buendía,RM,74,8000000,34000,22,Norwich City,English Premier League,Argentina,2021,20
T. Krul,GK,73,2600000,27000,31,Norwich City,English Premier League,Netherlands,2021,20
M. Vrančić,"CM, CAM, CDM",73,3700000,36000,30,Norwich City,English Premier League,Bosnia and Herzegovina,2021,20
M. Stiepermann,CAM,73,4000000,37000,28,Norwich City,English Premier League,Germany,2021,20
M. Leitner,"CM, CDM",73,4800000,36000,26,Norwich City,English Premier League,Germany,2021,20
O. Hernández,LM,73,4700000,36000,26,Norwich City,English Premier League,Germany,2021,20
T. Trybull,"CDM, CM",73,4300000,33000,26,Norwich City,English Premier League,Germany,2021,20
K. McLean,"CM, CAM, CDM",72,3500000,32000,27,Norwich City,English Premier League,Scotland,2021,20
S. Byram,RB,72,3400000,28000,25,Norwich City,English Premier League,England,2021,20
J. Lewis,LB,72,4800000,21000,21,Norwich City,English Premier League,Northern Ireland,2021,20
C. Zimmermann,CB,72,3400000,29000,26,Norwich City,English Premier League,Germany,2021,20
M. Aarons,RB,72,5500000,15000,19,Norwich City,English Premier League,England,2021,20
A. Tettey,CDM,71,1200000,26000,33,Norwich City,English Premier League,Norway,2021,20
B. Godfrey,"CB, CDM",71,3700000,18000,21,Norwich City,English Premier League,England,2021,20
G. Hanley,CB,70,1800000,22000,27,Norwich City,English Premier League,Scotland,2021,20
P. Heise,"LB, LM",70,1500000,23000,28,Norwich City,English Premier League,Germany,2021,20
M. McGovern,GK,68,400000,13000,34,Norwich City,English Premier League,Northern Ireland,2021,20
T. Cantwell,"LM, CAM",68,1400000,13000,21,Norwich City,English Premier League,England,2021,20
D. Srbeny,ST,68,1200000,18000,25,Norwich City,English Premier League,Germany,2021,20
A. Idah,ST,63,850000,4000,18,Norwich City,English Premier League,Republic of Ireland,2021,20
A. Fitzpatrick,"RM, LM, ST",61,525000,3000,18,Norwich City,English Premier League,Scotland,2021,20
G. Ahadme,ST,60,425000,3000,18,Norwich City,English Premier League,Morocco,2021,20
D. Adshead,"CM, CDM",59,300000,900,17,Norwich City,English Premier League,England,2021,20
J. Martin,"LM, CAM",59,300000,900,17,Norwich City,English Premier League,England,2021,20
T. Odusina,CB,58,250000,3000,19,Norwich City,English Premier League,England,2021,20
R. Nizet,LB,57,190000,500,17,Norwich City,English Premier League,Belgium,2021,20
A. Famewo,CB,55,130000,4000,20,Norwich City,English Premier League,England,2021,20
B. Williams,"RB, LB",75,8000000,54000,20,Norwich City,English Premier League,England,2021,20
B. Gilmour,"CM, CDM",72,5500000,43000,20,Norwich City,English Premier League,Scotland,2021,20
M. Rashica,"CF, LM, RM",77,15500000,38000,25,Norwich City,English Premier League,Kosovo,2021,20
T. Pukki,ST,76,6500000,37000,31,Norwich City,English Premier League,Finland,2021,20
P. Lees-Melou,CM,76,7500000,36000,28,Norwich City,English Premier League,France,2021,20
G. Hanley,CB,75,4700000,31000,29,Norwich City,English Premier League,Scotland,2021,20
M. Normann,"CDM, CM",76,10500000,30000,25,Norwich City,English Premier League,Norway,2021,20
K. McLean,"CM, CDM",73,3000000,29000,29,Norwich City,English Premier League,Scotland,2021,20
T. Cantwell,LM,75,11500000,28000,23,Norwich City,English Premier League,England,2021,20
L. Rupp,"CM, CDM",73,2900000,28000,30,Norwich City,English Premier League,Germany,2021,20
T. Krul,GK,77,3400000,27000,33,Norwich City,English Premier League,Netherlands,2021,20
D. Giannoulis,"LB, LWB",74,5500000,26000,25,Norwich City,English Premier League,Greece,2021,20
S. Byram,"LB, RB",73,2900000,25000,27,Norwich City,English Premier League,England,2021,20
B. Gibson,CB,72,2200000,23000,28,Norwich City,English Premier League,England,2021,20
M. Aarons,RB,75,12000000,21000,21,Norwich City,English Premier League,England,2021,20
C. Zimmermann,CB,71,1600000,21000,28,Norwich City,English Premier League,Germany,2021,20
K. Dowell,"CAM, LM",71,2800000,19000,23,Norwich City,English Premier League,England,2021,20
J. Sargent,"ST, RW",71,4200000,18000,21,Norwich City,English Premier League,United States,2021,20
C. Tzolis,"LM, RM, ST",74,10000000,17000,19,Norwich City,English Premier League,Greece,2021,20
A. Gunn,GK,72,2600000,17000,25,Norwich City,English Premier League,England,2021,20
J. Sørensen,"LB, CM, CDM",70,2400000,15000,23,Norwich City,English Premier League,Denmark,2021,20
P. Płacheta,LM,69,3100000,14000,23,Norwich City,English Premier League,Poland,2021,20
A. Idah,ST,67,2500000,10000,20,Norwich City,English Premier League,Republic of Ireland,2021,20
O. Kabak,CB,76,15500000,9000,21,Norwich City,English Premier League,Turkey,2021,20
M. McGovern,GK,67,110000,6000,36,Norwich City,English Premier League,Northern Ireland,2021,20
A. Omobamidele,CB,67,2300000,6000,19,Norwich City,English Premier League,Republic of Ireland,2021,20
R. Bushiri,CB,65,1500000,6000,21,Norwich City,English Premier League,Belgium,2021,20
B. Mumba,"RB, CM",65,1600000,4000,19,Norwich City,English Premier League,England,2021,20
A. Mair,GK,58,475000,3000,20,Norwich City,English Premier League,Scotland,2021,20
T. Dickson-Peters,ST,57,375000,2000,18,Norwich City,English Premier League,Scotland,2021,20
F. Clarke,CAM,57,425000,2000,18,Norwich City,English Premier League,England,2021,20
L. Gibbs,CM,55,325000,2000,18,Norwich City,English Premier League,England,2021,20
J. McCracken,GK,54,230000,2000,21,Norwich City,English Premier League,Scotland,2021,20
P. Jagielka,CB,76,1600000,22000,36,Sheffield United,English Premier League,England,2020,20
R. Morrison,"CAM, CM",76,9500000,34000,26,Sheffield United,English Premier League,England,2020,20
O. Norwood,CM,75,6500000,34000,28,Sheffield United,English Premier League,Northern Ireland,2020,20
D. Henderson,GK,75,8500000,50000,22,Sheffield United,English Premier League,England,2020,20
B. Sharp,ST,74,3500000,33000,33,Sheffield United,English Premier League,England,2020,20
E. Stevens,LWB,74,4800000,29000,28,Sheffield United,English Premier League,Republic of Ireland,2020,20
J. Egan,CB,74,6000000,27000,26,Sheffield United,English Premier League,Republic of Ireland,2020,20
J. O'Connell,CB,74,6500000,26000,25,Sheffield United,English Premier League,England,2020,20
O. McBurnie,ST,74,8000000,29000,23,Sheffield United,English Premier League,Scotland,2020,20
L. Freeman,"CAM, LM",73,4600000,28000,27,Sheffield United,English Premier League,England,2020,20
C. Basham,CB,73,3200000,25000,30,Sheffield United,English Premier League,England,2020,20
J. Fleck,CM,73,4500000,28000,27,Sheffield United,English Premier League,Scotland,2020,20
C. Robinson,"ST, LM",73,5500000,26000,24,Sheffield United,English Premier League,Republic of Ireland,2020,20
D. McGoldrick,ST,72,2800000,27000,31,Sheffield United,English Premier League,Republic of Ireland,2020,20
M. Bešić,"CM, CDM",72,3800000,47000,26,Sheffield United,English Premier League,Bosnia and Herzegovina,2020,20
B. Osborn,"LWB, LB, LM",72,3700000,19000,24,Sheffield United,English Premier League,England,2020,20
L. Mousset,ST,71,3200000,21000,23,Sheffield United,English Premier League,France,2020,20
L. Clarke,ST,70,925000,20000,34,Sheffield United,English Premier League,England,2020,20
M. Verrips,GK,70,1900000,12000,22,Sheffield United,English Premier League,Netherlands,2020,20
R. Stearman,CB,69,775000,15000,31,Sheffield United,English Premier League,England,2020,20
G. Baldock,RWB,69,1100000,15000,26,Sheffield United,English Premier League,England,2020,20
J. Wright,CB,68,425000,12000,33,Sheffield United,English Premier League,England,2020,20
K. Freeman,RWB,68,900000,12000,27,Sheffield United,English Premier League,Wales,2020,20
S. Moore,GK,67,550000,9000,29,Sheffield United,English Premier League,England,2020,20
R. Holmes,"LM, RM, CAM",67,600000,12000,32,Sheffield United,English Premier League,England,2020,20
J. Lundstram,CM,67,950000,11000,25,Sheffield United,English Premier League,England,2020,20
S. Carruthers,"CAM, CM, CDM",66,800000,10000,26,Sheffield United,English Premier League,Republic of Ireland,2020,20
K. Bryan,CB,64,675000,6000,22,Sheffield United,English Premier League,England,2020,20
B. Heneghan,CB,63,450000,6000,25,Sheffield United,English Premier League,England,2020,20
S. Mallon,"LM, LWB",56,200000,4000,20,Sheffield United,English Premier League,Republic of Ireland,2020,20
K. Ferguson,CB,54,140000,2000,19,Sheffield United,English Premier League,England,2020,20
M. Dewhurst,GK,53,110000,500,18,Sheffield United,English Premier League,England,2020,20
J. Young,ST,51,70000,1000,17,Sheffield United,English Premier League,England,2020,20
S. Berge,"CDM, CM",79,33500000,34000,22,Sheffield United,English Premier League,Norway,2021,9
E. Stevens,"LWB, LB",78,12500000,37000,29,Sheffield United,English Premier League,Republic of Ireland,2021,9
J. Egan,CB,78,15000000,36000,27,Sheffield United,English Premier League,Republic of Ireland,2021,9
J. O'Connell,CB,78,17500000,36000,26,Sheffield United,English Premier League,England,2021,9
C. Basham,CB,77,7000000,33000,31,Sheffield United,English Premier League,England,2021,9
O. Norwood,CM,77,10500000,38000,29,Sheffield United,English Premier League,Northern Ireland,2021,9
J. Fleck,CM,77,10500000,38000,28,Sheffield United,English Premier League,Scotland,2021,9
G. Baldock,RWB,77,11000000,33000,27,Sheffield United,English Premier League,England,2021,9
J. Lundstram,CM,76,9000000,34000,26,Sheffield United,English Premier League,England,2021,9
O. McBurnie,ST,75,8000000,31000,24,Sheffield United,English Premier League,Scotland,2021,9
A. Ramsdale,GK,75,11000000,20000,22,Sheffield United,English Premier League,England,2021,9
D. McGoldrick,ST,74,3400000,33000,32,Sheffield United,English Premier League,Republic of Ireland,2021,9
B. Osborn,"LWB, CM",74,5000000,26000,25,Sheffield United,English Premier League,England,2021,9
L. Mousset,ST,74,6000000,29000,24,Sheffield United,English Premier League,France,2021,9
B. Sharp,ST,73,1500000,30000,34,Sheffield United,English Premier League,England,2021,9
P. Jagielka,CB,72,425000,16000,37,Sheffield United,English Premier League,England,2021,9
M. Lowe,LB,72,5000000,19000,23,Sheffield United,English Premier League,England,2021,9
J. Bogle,RB,72,4800000,12000,19,Sheffield United,English Premier League,England,2021,9
W. Foderingham,GK,71,1300000,17000,29,Sheffield United,English Premier League,England,2021,9
J. Robinson,"CB, LWB",70,1600000,17000,26,Sheffield United,English Premier League,England,2021,9
M. Verrips,GK,69,2400000,10000,23,Sheffield United,English Premier League,Netherlands,2021,9
J. Rodwell,"CB, CDM, CM",67,850000,11000,29,Sheffield United,English Premier League,England,2021,9
S. Moore,GK,67,675000,9000,30,Sheffield United,English Premier League,England,2021,9
O. Burke,"ST, RM, LM",67,1600000,11000,23,Sheffield United,English Premier League,Scotland,2021,9
E. Ampadu,"CB, CDM",67,2500000,11000,19,Sheffield United,English Premier League,Wales,2021,9
K. Bryan,CB,63,1000000,6000,23,Sheffield United,English Premier League,England,2021,9
D. Parkhouse,ST,59,550000,5000,20,Sheffield United,English Premier League,Northern Ireland,2021,9
R. Slater,CM,58,500000,4000,20,Sheffield United,English Premier League,England,2021,9
K. Gordon,CB,52,190000,1000,18,Sheffield United,English Premier League,England,2021,9
J. Belehouan,LB,50,110000,2000,19,Sheffield United,English Premier League,France,2021,9
H. Boyes,LWB,50,100000,4000,22,Sheffield United,English Premier League,England,2021,9
J. Ward-Prowse,"CM, RM",79,16500000,53000,24,Southampton,English Premier League,England,2020,16
R. Bertrand,"LB, LWB",78,8500000,53000,29,Southampton,English Premier League,England,2020,16
J. Vestergaard,CB,78,11000000,51000,26,Southampton,English Premier League,Denmark,2020,16
M. Lemina,"CM, CDM",78,13500000,53000,25,Southampton,English Premier League,Gabon,2020,16
N. Redmond,"LM, LW, CF",77,11000000,50000,25,Southampton,English Premier League,England,2020,16
S. Boufal,LM,77,11000000,50000,25,Southampton,English Premier League,Morocco,2020,16
P. Højbjerg,"CM, CDM",77,11500000,45000,23,Southampton,English Premier League,Denmark,2020,16
J. Bednarek,CB,77,11000000,41000,23,Southampton,English Premier League,Poland,2020,16
A. McCarthy,GK,76,6000000,38000,29,Southampton,English Premier League,England,2020,16
D. Ings,ST,76,9000000,53000,26,Southampton,English Premier League,England,2020,16
Oriol Romeu,"CDM, CM",76,8000000,44000,27,Southampton,English Premier League,Spain,2020,16
Cédric,"RB, RWB",76,7500000,44000,27,Southampton,English Premier League,Portugal,2020,16
M. Elyounoussi,"LM, CAM, RM",76,10000000,42000,24,Southampton,English Premier League,Norway,2020,16
A. Gunn,GK,76,8000000,30000,23,Southampton,English Premier League,England,2020,16
M. Yoshida,CB,75,5500000,42000,30,Southampton,English Premier League,Japan,2020,16
S. Armstrong,"CAM, CDM, CM",75,7500000,46000,27,Southampton,English Premier League,Scotland,2020,16
G. Carrillo,ST,75,7000000,52000,28,Southampton,English Premier League,Argentina,2020,16
W. Hoedt,CB,75,7500000,40000,25,Southampton,English Premier League,Netherlands,2020,16
S. Long,ST,74,4500000,47000,32,Southampton,English Premier League,Republic of Ireland,2020,16
J. Stephens,CB,74,7000000,37000,25,Southampton,English Premier League,England,2020,16
C. Adams,ST,74,8000000,41000,22,Southampton,English Premier League,England,2020,16
M. Djenepo,"LM, RM, CAM",74,8500000,32000,21,Southampton,English Premier League,Mali,2020,16
F. Forster,GK,73,2600000,29000,31,Southampton,English Premier League,England,2020,16
K. Danso,CB,71,3400000,10000,20,Southampton,English Premier League,Austria,2020,16
Y. Valery,"RWB, RB",69,1900000,15000,20,Southampton,English Premier League,France,2020,16
J. Hesketh,"RM, CAM",67,1200000,14000,23,Southampton,English Premier League,England,2020,16
S. McQueen,"LB, LM",66,775000,11000,24,Southampton,English Premier League,England,2020,16
M. Obafemi,ST,63,775000,5000,18,Southampton,English Premier League,Republic of Ireland,2020,16
H. Lewis,GK,62,425000,4000,21,Southampton,English Premier League,England,2020,16
C. Slattery,"CAM, CM",62,675000,7000,20,Southampton,English Premier League,England,2020,16
K. Ramsay,"RB, CB",61,475000,2000,18,Southampton,English Premier League,England,2020,16
M. Barnes,ST,60,300000,7000,22,Southampton,English Premier League,England,2020,16
J. Vokins,"LB, LWB",57,210000,4000,19,Southampton,English Premier League,England,2020,16
D. Ings,ST,80,23000000,70000,27,Southampton,English Premier League,England,2021,11
J. Ward-Prowse,CM,79,24500000,59000,25,Southampton,English Premier League,England,2021,11
R. Bertrand,LB,78,12000000,51000,30,Southampton,English Premier League,England,2021,11
N. Redmond,LM,78,16500000,56000,26,Southampton,English Premier League,England,2021,11
A. McCarthy,GK,77,7000000,39000,30,Southampton,English Premier League,England,2021,11
J. Vestergaard,CB,77,10500000,48000,27,Southampton,English Premier League,Denmark,2021,11
J. Bednarek,CB,77,15000000,41000,24,Southampton,English Premier League,Poland,2021,11
F. Forster,GK,76,3700000,36000,32,Southampton,English Premier League,England,2021,11
S. Armstrong,RM,76,7500000,51000,28,Southampton,English Premier League,Scotland,2021,11
M. Salisu,CB,76,15500000,32000,21,Southampton,English Premier League,Ghana,2021,11
Oriol Romeu,"CDM, CM",75,5500000,44000,28,Southampton,English Premier League,Spain,2021,11
J. Stephens,CB,75,7000000,42000,26,Southampton,English Premier League,England,2021,11
S. Boufal,LM,75,6000000,46000,26,Southampton,English Premier League,Morocco,2021,11
W. Hoedt,CB,75,6500000,42000,26,Southampton,English Premier League,Netherlands,2021,11
K. Walker-Peters,RB,75,8000000,36000,23,Southampton,English Premier League,England,2021,11
M. Djenepo,"LM, RM",75,12500000,40000,22,Southampton,English Premier League,Mali,2021,11
S. Long,ST,74,2700000,47000,33,Southampton,English Premier League,Republic of Ireland,2021,11
A. Gunn,GK,74,4800000,26000,24,Southampton,English Premier League,England,2021,11
C. Adams,ST,74,6500000,41000,23,Southampton,English Premier League,England,2021,11
G. Carrillo,ST,73,3000000,44000,29,Southampton,English Premier League,Argentina,2021,11
Y. Valery,"RWB, RB",72,5000000,23000,21,Southampton,English Premier League,France,2021,11
J. Sims,"RM, RW",70,3500000,23000,23,Southampton,English Premier League,England,2021,11
M. Obafemi,ST,69,3300000,15000,19,Southampton,English Premier League,Republic of Ireland,2021,11
S. McQueen,LB,66,1100000,12000,25,Southampton,English Premier League,England,2021,11
J. Hesketh,CAM,66,1300000,12000,24,Southampton,English Premier League,England,2021,11
W. Smallbone,CM,65,1700000,9000,20,Southampton,English Premier League,Republic of Ireland,2021,11
T. O'Connor,"LB, CM",62,950000,6000,21,Southampton,English Premier League,Republic of Ireland,2021,11
J. Vokins,"LB, LWB",62,925000,6000,20,Southampton,English Premier League,England,2021,11
K. Ramsay,RB,62,900000,4000,19,Southampton,English Premier League,England,2021,11
N. Tella,"RW, LW",61,800000,7000,20,Southampton,English Premier League,England,2021,11
C. Slattery,"CM, CAM",60,600000,6000,21,Southampton,English Premier League,England,2021,11
C. Klarer,CB,60,500000,5000,20,Southampton,English Premier League,Austria,2021,11
D. N'Lundulu,ST,59,500000,6000,21,Southampton,English Premier League,England,2021,11
J. Ward-Prowse,CM,81,33500000,69000,26,Southampton,English Premier League,England,2022,15
S. Armstrong,"RM, CM",77,10500000,54000,29,Southampton,English Premier League,Scotland,2022,15
Oriol Romeu,"CDM, CM",78,12000000,53000,29,Southampton,English Premier League,Spain,2022,15
T. Walcott,RM,76,6000000,49000,32,Southampton,English Premier League,England,2022,15
N. Redmond,LM,76,8000000,49000,27,Southampton,English Premier League,England,2022,15
A. Armstrong,"ST, LW",76,12000000,46000,24,Southampton,English Premier League,England,2022,15
C. Adams,ST,76,11500000,46000,24,Southampton,English Premier League,Scotland,2022,15
M. Elyounoussi,"LM, ST",75,6000000,46000,26,Southampton,English Premier League,Norway,2022,15
J. Bednarek,CB,76,10500000,42000,25,Southampton,English Premier League,Poland,2022,15
K. Walker-Peters,RB,77,15000000,41000,24,Southampton,English Premier League,England,2022,15
R. Perraud,LB,77,15500000,41000,23,Southampton,English Premier League,France,2022,15
J. Stephens,CB,74,4500000,39000,27,Southampton,English Premier League,England,2022,15
M. Salisu,CB,76,15500000,38000,22,Southampton,English Premier League,Ghana,2022,15
S. Long,ST,72,1100000,38000,34,Southampton,English Premier League,Republic of Ireland,2022,15
M. Djenepo,"LM, RM",74,6500000,37000,23,Southampton,English Premier League,Mali,2022,15
F. Forster,GK,75,1800000,34000,33,Southampton,English Premier League,England,2022,15
A. McCarthy,GK,75,3000000,34000,31,Southampton,English Premier League,England,2022,15
I. Diallo,"CDM, CM",73,6000000,31000,22,Southampton,English Premier League,France,2022,15
A. Broja,ST,70,3800000,29000,19,Southampton,English Premier League,Albania,2022,15
Lyanco,CB,72,4900000,27000,24,Southampton,English Premier League,Brazil,2022,15
Y. Valery,"RB, RWB",71,4000000,24000,22,Southampton,English Premier League,France,2022,15
N. Tella,"LM, ST",66,2100000,10000,21,Southampton,English Premier League,England,2022,15
W. Smallbone,"CM, RM",66,1900000,10000,21,Southampton,English Premier League,Republic of Ireland,2022,15
S. McQueen,LB,63,575000,9000,26,Southampton,English Premier League,England,2022,15
H. Lewis,GK,62,775000,6000,23,Southampton,English Premier League,England,2022,15
C. Watts,"CM, CDM",60,625000,4000,19,Southampton,English Premier League,Australia,2022,15
O. Olufunwa,"RB, CB",57,325000,4000,19,Southampton,English Premier League,England,2022,15
D. Simeu,CB,56,350000,4000,19,Southampton,English Premier League,England,2022,15
A. Tchaptchet,CB,56,350000,4000,19,Southampton,English Premier League,France,2022,15
K. Chauke,"RM, CM",58,525000,3000,18,Southampton,English Premier League,England,2022,15
T. Livramento,"RB, RWB",62,975000,2000,18,Southampton,English Premier League,England,2022,15
R. Finnigan,CM,55,325000,900,17,Southampton,English Premier League,England,2022,15
T. Small,LB,58,475000,500,16,Southampton,English Premier League,England,2022,15
H. Kane,ST,89,83000000,220000,25,Tottenham Hotspur,English Premier League,England,2020,4
H. Lloris,GK,88,36000000,150000,32,Tottenham Hotspur,English Premier League,France,2020,4
C. Eriksen,"CAM, CM",88,68000000,200000,27,Tottenham Hotspur,English Premier League,Denmark,2020,4
J. Vertonghen,CB,87,32500000,155000,32,Tottenham Hotspur,English Premier League,Belgium,2020,4
T. Alderweireld,CB,87,41000000,155000,30,Tottenham Hotspur,English Premier League,Belgium,2020,4
H. Son,"CF, LM",87,60000000,180000,26,Tottenham Hotspur,English Premier League,Korea Republic,2020,4
D. Alli,"CAM, CM",84,41500000,115000,23,Tottenham Hotspur,English Premier League,England,2020,4
Lucas Moura,"CF, RM, LM",83,31000000,130000,26,Tottenham Hotspur,English Premier League,Brazil,2020,4
D. Sánchez,CB,83,30500000,95000,23,Tottenham Hotspur,English Premier League,Colombia,2020,4
G. Lo Celso,"CM, CAM, CF",83,35000000,33000,23,Tottenham Hotspur,English Premier League,Argentina,2020,4
M. Sissoko,"CM, CDM",81,17000000,105000,29,Tottenham Hotspur,English Premier League,France,2020,4
T. Ndombele,"CM, CDM",81,26000000,88000,22,Tottenham Hotspur,English Premier League,France,2020,4
D. Rose,"LB, LWB",80,12500000,90000,28,Tottenham Hotspur,English Premier League,England,2020,4
E. Lamela,"RM, LM, CAM",80,15500000,95000,27,Tottenham Hotspur,English Premier League,Argentina,2020,4
H. Winks,"CM, CDM",80,20000000,82000,23,Tottenham Hotspur,English Premier League,England,2020,4
S. Aurier,"RB, RWB",79,13000000,81000,26,Tottenham Hotspur,English Premier League,Côte d'Ivoire,2020,4
E. Dier,"CDM, CB, CM",79,14500000,77000,25,Tottenham Hotspur,English Premier League,England,2020,4
B. Davies,"LB, LWB",79,13500000,81000,26,Tottenham Hotspur,English Premier League,Wales,2020,4
V. Wanyama,"CDM, CM",78,10500000,77000,28,Tottenham Hotspur,English Premier League,Kenya,2020,4
P. Gazzaniga,GK,75,6000000,50000,27,Tottenham Hotspur,English Premier League,Argentina,2020,4
R. Sessegnon,"LM, LW, LB",75,11000000,38000,19,Tottenham Hotspur,English Premier League,England,2020,4
G. Nkoudou,LM,74,7500000,54000,24,Tottenham Hotspur,English Premier League,France,2020,4
K. Walker-Peters,"RB, LB",74,7000000,49000,22,Tottenham Hotspur,English Premier League,England,2020,4
J. Foyth,"CB, RB",74,9000000,41000,21,Tottenham Hotspur,English Premier League,Argentina,2020,4
M. Edwards,RM,69,1700000,24000,20,Tottenham Hotspur,English Premier League,England,2020,4
O. Skipp,"CDM, CM",67,1500000,6000,18,Tottenham Hotspur,English Premier League,England,2020,4
J. Tanganga,CB,65,1100000,12000,20,Tottenham Hotspur,English Premier League,England,2020,4
T. Parrott,ST,64,1000000,4000,17,Tottenham Hotspur,English Premier League,Republic of Ireland,2020,4
A. Georgiou,"LB, LM",63,575000,11000,22,Tottenham Hotspur,English Premier League,Cyprus,2020,4
A. Whiteman,GK,63,575000,7000,20,Tottenham Hotspur,English Premier League,England,2020,4
G. Marsh,"CDM, RB",63,775000,10000,20,Tottenham Hotspur,English Premier League,England,2020,4
J. Roles,"CAM, CM, LM",63,800000,11000,20,Tottenham Hotspur,English Premier League,Cyprus,2020,4
J. Bowden,"CDM, CM",59,325000,500,17,Tottenham Hotspur,English Premier League,England,2020,4
H. Kane,ST,88,109000000,220000,26,Tottenham Hotspur,English Premier League,England,2021,6
H. Lloris,GK,87,26000000,125000,33,Tottenham Hotspur,English Premier League,France,2021,6
H. Son,"LM, CF",87,85000000,165000,27,Tottenham Hotspur,English Premier League,Korea Republic,2021,6
T. Alderweireld,CB,85,37000000,130000,31,Tottenham Hotspur,English Premier League,Belgium,2021,6
G. Bale,RW,83,35000000,200000,30,Tottenham Hotspur,English Premier League,Wales,2021,6
Lucas Moura,"RM, CF",83,38500000,120000,27,Tottenham Hotspur,English Premier League,Brazil,2021,6
D. Alli,"CAM, CM",83,52000000,105000,24,Tottenham Hotspur,English Premier League,England,2021,6
S. Bergwijn,"LM, LW, RM",83,56000000,105000,22,Tottenham Hotspur,English Premier League,Netherlands,2021,6
G. Lo Celso,"CM, CAM",82,46000000,95000,24,Tottenham Hotspur,English Premier League,Argentina,2021,6
Reguilón,"LB, LM",82,58000000,85000,23,Tottenham Hotspur,English Premier League,Spain,2021,6
M. Doherty,"RWB, RB",81,23500000,95000,28,Tottenham Hotspur,English Premier League,Republic of Ireland,2021,6
D. Sánchez,CB,81,31500000,79000,24,Tottenham Hotspur,English Premier League,Colombia,2021,6
E. Lamela,"RM, CAM",80,21000000,100000,28,Tottenham Hotspur,English Premier League,Argentina,2021,6
S. Aurier,"RB, RWB",80,20500000,86000,27,Tottenham Hotspur,English Premier League,Côte d'Ivoire,2021,6
B. Davies,"LB, LWB",80,22000000,86000,27,Tottenham Hotspur,English Premier League,Wales,2021,6
P. Højbjerg,CDM,80,27500000,74000,24,Tottenham Hotspur,English Premier League,Denmark,2021,6
T. Ndombele,"CM, CDM",80,42000000,82000,23,Tottenham Hotspur,English Premier League,France,2021,6
D. Rose,"LB, LWB",79,15500000,85000,29,Tottenham Hotspur,English Premier League,England,2021,6
M. Sissoko,"CM, CDM, RM",79,17000000,89000,30,Tottenham Hotspur,English Premier League,France,2021,6
H. Winks,"CDM, CM",79,24500000,70000,24,Tottenham Hotspur,English Premier League,England,2021,6
E. Dier,"CDM, CB",78,17500000,74000,26,Tottenham Hotspur,English Premier League,England,2021,6
P. Gazzaniga,GK,77,9500000,59000,28,Tottenham Hotspur,English Premier League,Argentina,2021,6
J. Hart,GK,75,1800000,50000,33,Tottenham Hotspur,English Premier League,England,2021,6
Gedson Fernandes,"CM, RM",75,12500000,10000,21,Tottenham Hotspur,English Premier League,Portugal,2021,6
R. Sessegnon,"LM, LW, LB",75,12500000,50000,20,Tottenham Hotspur,English Premier League,England,2021,6
J. Foyth,CB,75,12000000,53000,22,Tottenham Hotspur,English Premier League,Argentina,2021,6
J. Tanganga,"CB, RB, LB",71,4300000,29000,21,Tottenham Hotspur,English Premier League,England,2021,6
C. Carter-Vickers,CB,68,2800000,22000,22,Tottenham Hotspur,English Premier League,United States,2021,6
J. Clarke,"RM, LM",67,2400000,13000,19,Tottenham Hotspur,English Premier League,England,2021,6
A. Whiteman,GK,63,925000,7000,21,Tottenham Hotspur,English Premier League,England,2021,6
G. Marsh,"CDM, RB",62,925000,8000,21,Tottenham Hotspur,English Premier League,England,2021,6
D. Cirkin,LB,61,1000000,3000,18,Tottenham Hotspur,English Premier League,England,2021,6
